"pk_TableID","refNumber","fk_CreatedBy","createdDate","modifiedDate","status","fk_ProjectID","isImported","fk_ConnectorID","versionDisabled","arrDependency","tableDBConfig","createPhysicalTable","database_name","typeOfTable","profilingData","fk_connectionId","schema"
"01546678-6ddf-474f-b96b-f981a825b23f",tbl_userdefinedalerts,a7213db3-af1d-4810-ac21-e49160b82291,1742895294383,1742895294383,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""monitor_demo_externaldemo"",""connectionLimit"":0,""host"":""byteverse-db.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""3306"",""user"":""usr"",""password"":""aPCC9QzHvnDbKLVH"",""cacheResponse"":false},""queryConfig"":{""table"":""tbl_userdefinedalerts""}}",,,,,"7fb9e0ae-2d35-4994-ae60-92b653bdf70a",default
"02472636-3288-4426-865a-f915f4cd029d",product_kavish1,a7213db3-af1d-4810-ac21-e49160b82291,1742894852906,1742894852906,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""product_kavish1""}}",,,,,"1",public
"02f2d3eb-f7d8-4490-b472-4eb2f7093a1d",quality_crqs_historical_dp_1,a7213db3-af1d-4810-ac21-e49160b82291,1743153553060,1743153553060,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""quality_crqs_historical_dp_1""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"043c032a-b975-4005-bd85-8265bb439e14",tbl_mainkpimaster_welspun,a7213db3-af1d-4810-ac21-e49160b82291,1742895294389,1742895294389,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""monitor_demo_externaldemo"",""connectionLimit"":0,""host"":""byteverse-db.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""3306"",""user"":""usr"",""password"":""aPCC9QzHvnDbKLVH"",""cacheResponse"":false},""queryConfig"":{""table"":""tbl_mainkpimaster_welspun""}}",,,,,"7fb9e0ae-2d35-4994-ae60-92b653bdf70a",default
"079c3140-cb63-49ae-bdb5-9c41ec937c1c",weather_forcast_city,a7213db3-af1d-4810-ac21-e49160b82291,1743153553053,1743153553053,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""weather_forcast_city""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"085bbb0c-d42e-4ccc-b2ef-d2da4de92c01",ayush_sales_gen_test_moc,a7213db3-af1d-4810-ac21-e49160b82291,1743153553042,1743153553042,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""ayush_sales_gen_test_moc""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"09c5a24b-96b5-486d-aee9-3b0381434616",test_miloni,a7213db3-af1d-4810-ac21-e49160b82291,1743153553031,1743153553031,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""test_miloni""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"0c6fe31d-ed08-41c8-8949-a44945c494a5",ayush_sales_gen_test_sc1,a7213db3-af1d-4810-ac21-e49160b82291,1743153553027,1743153553027,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""ayush_sales_gen_test_sc1""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",iceberg_meta
"0f62df32-98dc-40e2-b6f1-a60c9752eb35",actions_tag_dp,a7213db3-af1d-4810-ac21-e49160b82291,1743153553026,1743153553026,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""actions_tag_dp""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",iceberg
"0f7207bd-dbf9-42a8-89ec-78c46cd9cf75",all_sales_data12,a7213db3-af1d-4810-ac21-e49160b82291,1743153553054,1743153553054,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""all_sales_data12""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"1",saf_sbo_form_question_dp,"182",1740737001,1740737001,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""dev"",""connectionLimit"": 0,""host"":""redshift-cluster-1.cjwlewhs8feu.us-east-1.redshift.amazonaws.com"",""port"":""5439"",""user"":""awsuser"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""saf_sbo_form_question_dp""}}",,,,,,
"1152826a-2999-4308-accd-ba51fdda31cc",test_table,a7213db3-af1d-4810-ac21-e49160b82291,1743153553040,1743153553040,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""test_table""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"1ad22e80-015b-4e81-a110-7d74c2921537",pipeline_trigger_transactions,a7213db3-af1d-4810-ac21-e49160b82291,1742894852902,1742894852902,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""pipeline_trigger_transactions""}}",,,,,"1",dataproduct_meta
"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",pipeline_master,a7213db3-af1d-4810-ac21-e49160b82291,1742894852893,1742894852893,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""pipeline_master""}}",,,,,"1",dataproduct_meta
"1bff0961-8f29-4b68-a293-d9cd66c6b47c",test_lineage,a7213db3-af1d-4810-ac21-e49160b82291,1743153553038,1743153553038,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""test_lineage""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"1d60d26c-a1d8-4949-a326-718ba4a32f7b",dataproduct_schema_sample,a7213db3-af1d-4810-ac21-e49160b82291,1743153553029,1743153553029,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""dataproduct_schema_sample""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"1e9db889-6c4e-46d6-93da-79659152c79f",ayush_sales_gen_test_nc1,a7213db3-af1d-4810-ac21-e49160b82291,1743153553027,1743153553027,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""ayush_sales_gen_test_nc1""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",iceberg_meta
"2407ecd9-7818-436d-bac0-78cc5f492566",byte_etl_temp,a7213db3-af1d-4810-ac21-e49160b82291,1742894852904,1742894852904,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""byte_etl_temp""}}",,,,,"1",public
"262c4c42-dd09-4970-832c-bb5e321aa0d5",ayush_sales_gen_test,a7213db3-af1d-4810-ac21-e49160b82291,1743153553054,1743153553054,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""ayush_sales_gen_test""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"2f3b1c5d-a131-4fd9-8451-7eedba68613d",sales_updated_new_proj1,a7213db3-af1d-4810-ac21-e49160b82291,1743153553041,1743153553041,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""sales_updated_new_proj1""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"326871de-9dcb-4f2d-a667-cb3152f2764b",weather_forcast_city_extra,a7213db3-af1d-4810-ac21-e49160b82291,1743153553049,1743153553049,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""weather_forcast_city_extra""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"341b0e90-c450-4311-99ea-4fb1f7ba6962",dp_billing_table,a7213db3-af1d-4810-ac21-e49160b82291,1742894852896,1742894852896,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""dp_billing_table""}}",,,,,"1",dataproduct_meta
"350f0d84-8e1e-47c8-8e26-416a4fd8a6c9",vehicle_engine_master_dfc_test,a7213db3-af1d-4810-ac21-e49160b82291,1743153553033,1743153553033,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""vehicle_engine_master_dfc_test""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"377e1b71-1389-4a78-ac08-0dc710141960",saf_sbo_form__answer_dp,a7213db3-af1d-4810-ac21-e49160b82291,1743153553053,1743153553053,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""saf_sbo_form__answer_dp""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"43f12745-d10f-4815-a467-e8ce6496f37b",uonprim_postgres_new,a7213db3-af1d-4810-ac21-e49160b82291,1743153553039,1743153553039,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""uonprim_postgres_new""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"45467e10-b22b-4c87-bdd0-c0f00e4c5215",schedule_master,a7213db3-af1d-4810-ac21-e49160b82291,1742894852913,1742894852913,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""schedule_master""}}",,,,,"1",scheduler_meta
"483a3821-11ff-4cfc-af69-7891a82cb162",spark_etl_library_test_columnstore_deleteinsert,a7213db3-af1d-4810-ac21-e49160b82291,1743153553040,1743153553040,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""spark_etl_library_test_columnstore_deleteinsert""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"48de554f-3da7-46a6-9c0c-57c501f98c4b",ayush_sales_gen_test_nc,a7213db3-af1d-4810-ac21-e49160b82291,1743153553054,1743153553054,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""ayush_sales_gen_test_nc""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"4ac5d688-d427-4465-bfb2-a1d5d75a0cb0",secondary_sales_details_zens,a7213db3-af1d-4810-ac21-e49160b82291,1743153553050,1743153553050,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""secondary_sales_details_zens""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"4e420c01-661e-4084-b3b0-bcf86fa0acc9",all_sales_data,a7213db3-af1d-4810-ac21-e49160b82291,1743153553051,1743153553051,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""all_sales_data""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"51207b2a-f5c3-4a4b-b8d9-5f84504b383a",demo2,a7213db3-af1d-4810-ac21-e49160b82291,1743153553036,1743153553036,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""demo2""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",public
"53e046fc-5bba-4c43-a46c-620f06e7b6ad",dataproduct_schema,a7213db3-af1d-4810-ac21-e49160b82291,1742894852890,1742894852890,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""dataproduct_schema""}}",,,,,"1",dataproduct_meta
"5456900e-11ba-4cef-bf55-b251091e6fa2",product_engine_deployment_meta,a7213db3-af1d-4810-ac21-e49160b82291,1742894852886,1742894852886,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""product_engine_deployment_meta""}}",,,,,"1",dataproduct_meta
"5731906d-7043-4e15-8a57-ef14c03ad247",tbl_usersubscribedkpimapping,a7213db3-af1d-4810-ac21-e49160b82291,1742895294371,1742895294371,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""monitor_demo_externaldemo"",""connectionLimit"":0,""host"":""byteverse-db.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""3306"",""user"":""usr"",""password"":""aPCC9QzHvnDbKLVH"",""cacheResponse"":false},""queryConfig"":{""table"":""tbl_usersubscribedkpimapping""}}",,,,,"7fb9e0ae-2d35-4994-ae60-92b653bdf70a",default
"5c394676-a066-4e95-b92a-effe4160c91b",abc_test,a7213db3-af1d-4810-ac21-e49160b82291,1742894852898,1742894852898,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""byteverse_aws_dev"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""abc_test""}}",,,,,"1",dataproduct_meta
"69aac147-546a-46d9-b7e0-3fc4385c948f",tbl_userdefinedsettingsforsubscribedkpi,a7213db3-af1d-4810-ac21-e49160b82291,1742895294389,1742895294389,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""monitor_demo_externaldemo"",""connectionLimit"":0,""host"":""byteverse-db.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""3306"",""user"":""usr"",""password"":""aPCC9QzHvnDbKLVH"",""cacheResponse"":false},""queryConfig"":{""table"":""tbl_userdefinedsettingsforsubscribedkpi""}}",,,,,"7fb9e0ae-2d35-4994-ae60-92b653bdf70a",default
"71112b3c-c023-4b33-9908-63fad205bb2c",dummy_sales_test,a7213db3-af1d-4810-ac21-e49160b82291,1743153553049,1743153553049,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""dummy_sales_test""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
"749c50f1-82b7-4a79-bdda-7abb8e4474e0",tbl_usertoprofilemapping,a7213db3-af1d-4810-ac21-e49160b82291,1742895294377,1742895294377,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""monitor_demo_externaldemo"",""connectionLimit"":0,""host"":""byteverse-db.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""3306"",""user"":""usr"",""password"":""aPCC9QzHvnDbKLVH"",""cacheResponse"":false},""queryConfig"":{""table"":""tbl_usertoprofilemapping""}}",,,,,"7fb9e0ae-2d35-4994-ae60-92b653bdf70a",default
"759c1282-1680-4350-a65e-78d09308123e",saf_sbo_form_question_dp,a7213db3-af1d-4810-ac21-e49160b82291,1743153553055,1743153553055,1,1,1,0,,,"{""dbConfig"":{""type"":""database"",""engine"":""redshift"",""databaseType"":""redshift"",""database"":""postgres"",""connectionLimit"":0,""host"":""airflow-postgres.c2y11beny3k0.us-east-1.rds.amazonaws.com"",""port"":""5432"",""user"":""postgres"",""password"":""By8Pr0phecy$2016"",""cacheResponse"":false},""queryConfig"":{""table"":""saf_sbo_form_question_dp""}}",,,,,"62b38135-5f48-4c93-af6b-4982d75c1e0c",s3source
